,apparentTemperatureHigh,apparentTemperatureLow,apparentTemperatureMax,apparentTemperatureMin,cloudCover,date,dewPoint,humidity,lat,long,moonPhase,ozone,pressure,temperatureHigh,temperatureLow,temperatureMax,temperatureMin,uvIndex,visibility,windBearing,windGust,windSpeed
315,61.63,51.81,61.63,48.69,0.46,2019-02-01,47.78,0.78,34.0,-118.0,0.92,249.9,1015.2,62.13,51.32,62.13,48.2,4.0,10.0,107.0,12.67,3.32
316,57.03,48.69,57.03,51.41,0.49,2019-01-31,51.21,0.89,34.0,-118.0,0.89,292.4,1014.1,57.53,48.2,57.53,50.92,3.0,9.052,75.0,18.12,4.09
317,66.63,53.58,66.63,53.82,0.34,2019-01-30,53.38,0.84,34.0,-118.0,0.86,264.7,1013.1,67.13,53.09,67.13,53.33,4.0,9.996,208.0,10.17,2.67
318,70.49,53.82,70.49,57.2,0.4,2019-01-29,48.06,0.61,34.0,-118.0,0.83,236.9,1013.0,70.99,53.33,70.99,56.71,5.0,10.0,195.0,9.49,3.04
319,74.49,57.86,74.49,51.46,0.39,2019-01-28,39.32,0.44,34.0,-118.0,0.79,232.3,1015.2,74.99,57.37,74.99,50.97,4.0,10.0,198.0,6.03,2.27
320,77.27,51.46,77.27,53.52,0.2,2019-01-27,30.98,0.31,34.0,-118.0,0.76,252.5,1019.0,77.77,50.97,77.77,53.03,4.0,10.0,183.0,9.64,3.57
321,78.01,53.52,78.01,58.87,0.18,2019-01-26,19.49,0.17,34.0,-118.0,0.73,263.1,1022.1,78.51,53.03,78.51,58.38,4.0,10.0,158.0,15.85,4.08
322,76.01,58.87,76.01,51.5,0.05,2019-01-25,25.31,0.24,34.0,-118.0,0.69,273.9,1020.3,76.51,58.38,76.51,51.01,4.0,10.0,67.0,11.7,4.27
323,78.17,51.5,78.17,50.08,0.08,2019-01-24,28.76,0.3,34.0,-118.0,0.65,257.4,1020.4,78.67,51.01,78.67,49.59,4.0,10.0,81.0,13.07,4.09
324,68.35,50.08,68.35,45.5,0.0,2019-01-23,22.31,0.29,34.0,-118.0,0.62,260.3,1025.1,68.85,49.59,68.85,46.14,4.0,10.0,247.0,7.95,3.14
325,66.48,45.5,66.48,45.72,0.08,2019-01-22,20.79,0.28,34.0,-118.0,0.58,280.5,1024.1,66.98,46.14,66.98,45.33,4.0,10.0,193.0,9.81,2.66
326,59.78,45.72,59.78,50.6,0.08,2019-01-21,35.64,0.52,34.0,-118.0,0.54,312.7,1017.8,60.28,45.33,60.28,50.11,3.0,9.992,289.0,25.55,7.91
327,72.68,50.6,72.68,55.75,0.53,2019-01-20,46.78,0.59,34.0,-118.0,0.5,238.9,1017.7,73.18,50.11,73.18,55.26,3.0,9.97,327.0,11.78,3.68
328,77.26,55.75,77.26,50.83,0.17,2019-01-19,45.36,0.56,34.0,-118.0,0.46,232.9,1023.2,77.76,55.26,77.76,50.34,4.0,10.0,34.0,11.17,3.08
329,63.42,50.83,63.42,53.33,0.49,2019-01-18,53.55,0.88,34.0,-118.0,0.42,240.6,1023.8,63.92,50.34,63.92,52.84,4.0,9.816,176.0,7.71,2.38
330,61.1,53.33,61.1,54.57,0.86,2019-01-17,57.6,0.98,34.0,-118.0,0.38,262.3,1021.2,61.35,52.84,61.35,54.08,3.0,6.058,203.0,26.07,6.18
331,58.66,56.7,58.66,50.99,0.89,2019-01-16,54.72,0.97,34.0,-118.0,0.35,275.0,1021.4,59.15,56.21,59.15,50.5,3.0,6.604,97.0,17.28,5.35
332,56.62,46.55,56.62,46.55,0.82,2019-01-15,48.73,0.89,34.0,-118.0,0.31,283.3,1017.7,57.12,49.16,57.12,49.16,3.0,9.347,59.0,21.72,4.76
333,54.96,49.27,55.11,50.05,0.76,2019-01-14,45.94,0.82,34.0,-118.0,0.28,293.1,1016.6,55.46,49.47,55.61,49.56,3.0,8.109,65.0,20.54,5.71
334,60.27,52.03,60.27,44.97,0.21,2019-01-13,42.54,0.68,34.0,-118.0,0.25,271.6,1018.2,60.77,51.54,60.77,45.85,3.0,10.0,42.0,10.48,3.38
335,57.2,44.97,57.2,46.71,0.47,2019-01-12,47.94,0.86,34.0,-118.0,0.22,310.7,1017.2,57.7,45.85,57.7,48.36,2.0,9.661,55.0,18.55,3.93
336,64.0,46.71,64.0,49.81,0.53,2019-01-11,49.52,0.84,34.0,-118.0,0.19,268.7,1017.8,64.5,48.36,64.5,49.32,3.0,9.072,72.0,9.4,2.79
337,64.32,49.81,64.32,50.05,0.19,2019-01-10,49.14,0.79,34.0,-118.0,0.16,275.4,1019.8,64.82,49.32,64.82,49.56,3.0,9.888,196.0,9.11,2.88
338,68.07,50.05,68.07,49.62,0.3,2019-01-09,45.86,0.66,34.0,-118.0,0.13,264.7,1020.1,68.57,49.56,68.57,49.13,3.0,10.0,296.0,13.25,3.52
339,72.98,49.62,72.98,51.52,0.39,2019-01-08,43.57,0.58,34.0,-118.0,0.1,251.0,1019.6,73.48,49.13,73.48,51.03,3.0,10.0,66.0,11.77,3.42
340,60.14,51.52,60.14,45.89,0.58,2019-01-07,48.13,0.82,34.0,-118.0,0.07,258.3,1023.1,60.64,51.03,60.64,47.77,3.0,9.261,61.0,12.81,3.53
341,58.58,45.89,58.58,45.32,0.31,2019-01-06,44.97,0.78,34.0,-118.0,0.03,280.7,1019.2,59.08,47.77,59.08,45.74,3.0,9.692,358.0,12.78,3.37
342,57.91,45.16,57.91,45.37,0.69,2019-01-05,40.1,0.64,34.0,-118.0,0.0,251.9,1014.8,58.41,45.74,58.41,47.15,3.0,9.887,61.0,13.17,3.11
343,65.07,49.76,65.07,43.19,0.01,2019-01-04,29.84,0.41,34.0,-118.0,0.97,258.1,1016.7,65.57,49.27,65.57,43.87,3.0,10.0,88.0,8.46,3.07
344,66.57,43.19,66.57,42.52,0.0,2019-01-03,23.32,0.33,34.0,-118.0,0.94,271.7,1021.5,67.07,43.87,67.07,43.5,3.0,10.0,8.0,12.36,2.93
345,62.08,42.52,62.08,39.83,0.11,2019-01-02,11.8,0.22,34.0,-118.0,0.91,309.3,1022.8,62.58,43.5,62.58,41.43,3.0,10.0,195.0,9.83,3.17
346,58.38,39.83,58.38,40.54,0.05,2019-01-01,2.76,0.14,34.0,-118.0,0.88,354.3,1020.2,58.88,41.43,58.88,44.17,2.0,10.0,130.0,18.9,4.25
347,60.85,40.54,60.85,48.52,0.28,2018-12-31,30.27,0.51,34.0,-118.0,0.85,325.3,1012.6,61.35,44.17,61.35,48.03,3.0,10.0,63.0,19.22,3.72
348,63.35,48.52,63.35,43.25,0.06,2018-12-30,31.36,0.46,34.0,-118.0,0.81,296.3,1017.4,63.85,48.03,63.85,42.76,3.0,10.0,155.0,9.7,2.97
349,61.24,43.25,61.24,40.99,0.07,2018-12-29,15.04,0.24,34.0,-118.0,0.78,306.7,1024.9,61.74,42.76,61.74,40.5,3.0,10.0,216.0,9.9,2.77
350,58.69,40.99,58.69,47.21,0.02,2018-12-28,9.87,0.18,34.0,-118.0,0.74,323.1,1019.9,59.19,40.5,59.19,48.44,3.0,10.0,103.0,15.95,3.58
351,63.73,47.21,63.73,49.12,0.12,2018-12-27,38.54,0.59,34.0,-118.0,0.71,302.0,1014.1,64.23,48.44,64.23,48.63,3.0,10.0,66.0,17.0,3.67
352,64.01,49.12,64.01,47.45,0.08,2018-12-26,41.65,0.62,34.0,-118.0,0.67,291.5,1015.8,64.51,48.63,64.51,46.96,3.0,10.0,161.0,9.25,3.19
353,65.17,47.45,65.17,52.47,0.18,2018-12-25,44.91,0.67,34.0,-118.0,0.63,317.9,1010.2,65.67,46.96,65.67,51.98,2.0,9.904,251.0,16.34,4.13
354,65.33,52.47,65.33,51.25,0.32,2018-12-24,51.18,0.82,34.0,-118.0,0.59,266.1,1016.4,65.83,51.98,65.83,50.76,3.0,8.728,178.0,10.44,2.86
355,65.69,51.25,65.69,51.67,0.35,2018-12-23,49.64,0.77,34.0,-118.0,0.56,267.5,1019.8,66.19,50.76,66.19,51.18,3.0,8.801,202.0,6.66,2.32
356,69.6,51.67,69.6,50.48,0.17,2018-12-22,46.98,0.68,34.0,-118.0,0.52,278.0,1017.5,70.1,51.18,70.1,49.99,3.0,9.985,217.0,7.14,2.31
357,69.63,50.48,69.63,56.74,0.49,2018-12-21,46.78,0.6,34.0,-118.0,0.48,270.1,1015.6,70.13,49.99,70.13,56.25,3.0,9.765,151.0,7.89,2.34
358,78.88,56.74,78.88,53.29,0.09,2018-12-20,39.36,0.44,34.0,-118.0,0.44,251.1,1018.8,79.38,56.25,79.38,52.8,3.0,10.0,44.0,9.23,2.84
359,76.55,53.29,76.55,50.59,0.01,2018-12-19,46.42,0.6,34.0,-118.0,0.41,253.5,1020.8,77.05,52.8,77.05,50.1,3.0,10.0,317.0,12.55,2.43
360,66.88,50.59,66.88,54.15,0.24,2018-12-18,52.97,0.82,34.0,-118.0,0.37,264.0,1021.7,67.38,50.1,67.38,53.66,3.0,10.0,211.0,8.11,2.53
361,65.74,54.15,65.74,54.35,0.52,2018-12-17,53.09,0.83,34.0,-118.0,0.34,304.7,1021.4,66.24,53.66,66.24,53.86,3.0,9.902,226.0,12.61,3.23
362,70.64,54.35,70.64,49.68,0.11,2018-12-16,40.38,0.53,34.0,-118.0,0.3,279.1,1020.2,71.14,53.86,71.14,49.19,3.0,10.0,141.0,9.19,2.53
363,74.41,49.68,74.41,52.31,0.07,2018-12-15,27.29,0.3,34.0,-118.0,0.27,299.4,1018.5,74.91,49.19,74.91,51.82,3.0,10.0,12.0,8.42,3.15
364,68.99,52.31,68.99,57.1,0.87,2018-12-14,26.4,0.26,34.0,-118.0,0.24,280.8,1021.0,69.49,51.82,69.49,56.61,2.0,10.0,41.0,9.73,3.09
